2025,10,21,12:25:00,0
2025,10,29,16:21:00,1
2025,11,5,13:19:00,2
2025,11,12,05:28:00,3
2025,11,20,06:47:00,0
2025,11,28,06:59:00,1
2025,12,4,23:14:00,2
2025,12,11,20:52:00,3
2025,12,20,01:43:00,0
2025,12,27,19:10:00,1
